<<<<<<< HEAD
DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
190905237,1/26/2019 0:00,6/1/2013 0:00,600,9,Van Nuys,994,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0522 0515,6,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,4000    MURIETTA                     AV,,34.1429,-118.4351
191309019,2/26/2019 0:00,1/1/2013 0:00,5,13,Newton,1313,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 0551 0522 0448 0503,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1200 E  20TH                         ST,,34.0243,-118.2526
191804991,1/18/2019 0:00,9/3/2013 0:00,1200,18,Southeast,1835,2,354,THEFT OF IDENTITY,0929 1822,18,M,V,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 E  106TH                        ST,,33.9396,-118.2504
191224310,9/13/2019 0:00,12/1/2013 0:00,1,12,77th Street,1273,1,121,"RAPE, FORCIBLE",0913 0527 0532 0400,13,F,B,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,8700 S  SAINT ANDREWS                PL,,33.9591,-118.3112
190321068,9/17/2019 0:00,3/22/2013 0:00,1030,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1501,-5,F,A,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,34.024,-118.2869
190312495,5/9/2019 0:00,8/30/2013 0:00,800,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-5,M,W,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,3500    WATT                         WY,,34.0185,-118.2889
190622622,11/20/2019 0:00,12/31/2013 0:00,1200,6,Hollywood,649,2,354,THEFT OF IDENTITY,1822,57,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600 N  SERRANO                      AV,,34.1001,-118.3071
191205669,1/24/2019 0:00,8/8/2013 0:00,600,12,77th Street,1265,2,354,THEFT OF IDENTITY,1822 0100,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  80TH                         ST,,33.9664,-118.3003
191229213,12/11/2019 0:00,1/1/2013 0:00,1800,12,77th Street,1268,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0448 0510 0551,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,79TH                         ST,SAN PEDRO,33.9679,-118.2695
190210847,5/6/2019 0:00,9/1/2013 0:00,800,2,Rampart,261,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 2024 1258 1251 0500 0400 0515 0529,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,812,815,,,2600 W  7TH                          ST,,34.059,-118.2824
192106305,2/21/2019 0:00,11/15/2013 0:00,1200,21,Topanga,2157,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 1258,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,,,20700    VANOWEN                      ST,,34.1938,-118.5839
190213403,6/20/2019 0:00,11/1/2013 0:00,900,2,Rampart,236,2,354,THEFT OF IDENTITY,1822 0928,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 N  UNION                        AV,,34.0657,-118.268
190920224,11/22/2019 0:00,1/1/2013 0:00,1,9,Van Nuys,915,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0500,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,760,812,,,6800    HAZELTINE                    AV,,34.1976,-118.4443
191018498,12/4/2019 0:00,2/5/2013 0:00,1100,10,West Valley,1097,2,354,THEFT OF IDENTITY,0377 0930 1822,64,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4600    HURFORD                      TR,,34.155,-118.4858
190605967,1/21/2019 0:00,1/1/2013 0:00,1,6,Hollywood,666,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0522,7,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,6400    LEXINGTON                    AV,,34.0926,-118.3289
190314131,5/29/2019 0:00,9/1/2013 0:00,1200,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-5,X,X,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,34.024,-118.2869
192006887,2/28/2019 0:00,5/1/2013 0:00,900,20,Olympic,2063,2,354,THEFT OF IDENTITY,0928 0100,43,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3000 W  12TH                         ST,,34.049,-118.3063
192109398,4/23/2019 0:00,1/1/2013 0:00,900,21,Topanga,2105,2,354,THEFT OF IDENTITY,1822 0928,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,WOODLAND HILLS,WOODLAND HILLS,34.2239,-118.6017
190316385,7/2/2019 0:00,1/1/2013 0:00,1500,3,Southwest,354,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0400,23,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3500    5TH                          AV,,34.0241,-118.3224
190707086,3/4/2019 0:00,5/30/2013 0:00,800,7,Wilshire,784,2,354,THEFT OF IDENTITY,0928 1822,19,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 S  SYCAMORE                     AV,,34.0391,-118.3515
191405352,1/21/2019 0:00,6/23/2013 0:00,1,14,Pacific,1455,2,354,THEFT OF IDENTITY,1822,41,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,12400    WAGNER                       ST,,33.9903,-118.42
191226851,3/19/2019 0:00,1/1/2013 0:00,800,12,77th Street,1232,1,121,"RAPE, FORCIBLE",1026 1218 1258 1206 0507 1309 0542 0334 0443 0527,15,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,SLAUSON                      AV,CRENSHAW                     BL,33.989,-118.3308
191911084,5/28/2019 0:00,1/1/2013 0:00,1200,19,Mission,1977,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1817 0360 1258 0522,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,13800    OSBORNE                      ST,,34.2364,-118.4339
192116082,9/21/2019 0:00,2/14/2013 0:00,1200,21,Topanga,2148,2,354,THEFT OF IDENTITY,0377 1822,17,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7100    SUNNY BRAE                   AV,,34.1992,-118.5813
191214381,5/23/2019 0:00,1/1/2013 0:00,100,12,77th Street,1293,2,354,THEFT OF IDENTITY,1822 1202,80,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10000 S  MANHATTAN                    PL,,33.9455,-118.3102
191614362,9/9/2019 0:00,9/23/2013 0:00,1800,16,Foothill,1645,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0416 0444,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,12500    TERRA BELLA                  ST,,34.2677,-118.4051
192119483,12/6/2019 0:00,5/1/2013 0:00,800,21,Topanga,2104,2,354,THEFT OF IDENTITY,0930 0928,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8900    OWENSMOUTH                   AV,,34.2315,-118.6016
191224187,10/6/2019 0:00,12/1/2013 0:00,100,12,77th Street,1248,2,763,STALKING,347,27,F,B,501,SINGLE FAMILY DWELLING,515,PHYSICAL PRESENCE,IC,Invest Cont,763,,,,900 W  66TH                         ST,,33.9792,-118.2892
191110572,5/16/2019 0:00,9/1/2013 0:00,1,11,Northeast,1176,1,121,"RAPE, FORCIBLE",0507 0522 0913 1018 0360 0512 0527 1217 1258,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,2400    GATEWOOD                     ST,,34.0894,-118.2311
191406270,2/6/2019 0:00,1/1/2013 0:00,1000,14,Pacific,1463,2,354,THEFT OF IDENTITY,377,40,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,12500 W  JEFFERSON                    BL,,33.9782,-118.422
192109532,5/3/2019 0:00,5/1/2013 0:00,1200,21,Topanga,2161,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344,44,M,W,730,SYNAGOGUE/TEMPLE,,,AA,Adult Arrest,668,,,,6000    VALLEY CIRCLE                BL,,34.1798,-118.6558
191604267,1/8/2019 0:00,4/2/2013 0:00,1930,16,Foothill,1667,2,354,THEFT OF IDENTITY,1822 0929,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9700    SOMBRA                       TR,,34.2512,-118.3422
190715135,8/13/2019 0:00,8/12/2013 0:00,1200,7,Wilshire,745,1,330,BURGLARY FROM VEHICLE,0344 1609 0321,19,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,5600    WILSHIRE                     BL,,34.0624,-118.3504
192006426,2/19/2019 0:00,7/1/2013 0:00,1200,20,Olympic,2058,2,354,THEFT OF IDENTITY,0100 0928,19,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2700    SAN MARINO                   ST,,34.055,-118.2865
190220558,10/23/2019 0:00,11/1/2013 0:00,1200,2,Rampart,285,2,354,THEFT OF IDENTITY,0935 0100,55,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 W  12TH                         ST,,34.0462,-118.276
191719104,12/2/2019 0:00,8/7/2013 0:00,1,17,Devonshire,1776,2,354,THEFT OF IDENTITY,1822,28,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16800    CITRONIA                     ST,,34.2462,-118.4981
190305216,1/19/2019 0:00,1/7/2013 0:00,2200,3,Southwest,321,1,820,ORAL COPULATION,1305 0913 0342 1309 0507,17,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,820,,,,LA CIENEGA,RODEO                        RD,34.0217,-118.3723
190714959,8/10/2019 0:00,2/20/2013 0:00,1200,7,Wilshire,785,2,354,THEFT OF IDENTITY,1822,39,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100    WEST                         BL,,34.0376,-118.3386
191908395,4/1/2019 0:00,11/1/2013 0:00,600,19,Mission,1993,2,354,THEFT OF IDENTITY,0100 1822,19,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8100    NOBLE                        AV,,34.2179,-118.4618
192010690,5/15/2019 0:00,5/15/2013 0:00,2000,20,Olympic,2019,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0360 0522,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,3400 W  2ND                          ST,,34.0704,-118.2898
191604489,1/15/2019 0:00,8/1/2013 0:00,1,16,Foothill,1621,1,121,"RAPE, FORCIBLE",0522 0527 1814 2000 1813 0500 0400,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,13800    JUDD                         ST,,34.2615,-118.4335
191015737,9/30/2019 0:00,8/1/2013 0:00,1845,10,West Valley,1047,2,763,STALKING,0347 1402 2004,52,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,763,998,,,17500    BULLOCK                      ST,,34.1797,-118.5145
192109757,5/8/2019 0:00,10/25/2013 0:00,900,21,Topanga,2175,2,354,THEFT OF IDENTITY,1822,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5800    TOPANGA CANYON               BL,,34.1732,-118.6152
191423711,11/12/2019 0:00,1/1/2013 0:00,1440,14,Pacific,1458,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0400 0500 0522,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,4800 S  SLAUSON                      AV,,33.9942,-118.4078
190110390,4/2/2019 0:00,12/2/2013 0:00,5,1,Central,139,2,354,THEFT OF IDENTITY,1822 0928,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  SANTA FE                     AV,,34.046,-118.2326
192116541,9/23/2019 0:00,11/28/2013 0:00,1800,21,Topanga,2139,1,122,"RAPE, ATTEMPTED",1258 0536 0537 1801,7,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,20100    COHASSET                     ST,,34.2071,-118.5723
191009340,5/3/2019 0:00,6/1/2013 0:00,1,10,West Valley,1008,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0360 1258 0522,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,8000    WOODLEY                      AV,,34.2157,-118.4837
190905365,1/28/2019 0:00,7/1/2013 0:00,1200,9,Van Nuys,943,2,354,THEFT OF IDENTITY,0377 1822,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5400    TYRONE                       AV,,34.1686,-118.4443
191423807,11/12/2019 0:00,1/1/2013 0:00,1,14,Pacific,1458,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1501,0,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,237,,,,4800    SLAUSON                      AV,,33.9958,-118.4103
191919544,11/19/2019 0:00,1/1/2013 0:00,1200,19,Mission,1921,2,354,THEFT OF IDENTITY,1822,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,15300    BLEDSOE                      ST,,34.3046,-118.4661
190613905,6/19/2019 0:00,1/1/2013 0:00,800,6,Hollywood,643,2,354,THEFT OF IDENTITY,377,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7200    FRANKLIN                     AV,,34.1037,-118.3459
191712649,7/11/2019 0:00,4/1/2013 0:00,1200,17,Devonshire,1779,2,354,THEFT OF IDENTITY,0929 1822,26,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16000    LIGGETT                      ST,,34.2401,-118.4806
191617516,12/12/2019 0:00,1/1/2013 0:00,1,16,Foothill,1653,2,813,CHILD ANNOYING (17YRS & UNDER),,11,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,813,,,,12600    MONTAGUE STR,,34.2503,-118.4112
192009306,4/16/2019 0:00,1/1/2013 0:00,1200,20,Olympic,2021,2,354,THEFT OF IDENTITY,0931 0100,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 S  WILTON                       PL,,34.0653,-118.3183
190307177,2/19/2019 0:00,2/19/2013 0:00,1200,3,Southwest,336,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1259 1251 0519 0360 2021 0537,8,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,2100 W  30TH                         ST,,34.0274,-118.312
191714126,8/15/2019 0:00,3/1/2013 0:00,1200,17,Devonshire,1707,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 1814 0334 0421 0340,43,F,O,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AO,Adult Other,230,,,,12600    DARLA                        AV,,34.2994,-118.5056
190905690,2/4/2019 0:00,5/21/2013 0:00,1200,9,Van Nuys,906,2,354,THEFT OF IDENTITY,1202 0100 1822 0928,52,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14400    VALERIO                      ST,,34.2048,-118.4468
191423709,11/12/2019 0:00,1/1/2013 0:00,1440,14,Pacific,1458,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0400 0500 0522,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,815,,,4800 S  SLAUSON                      AV,,33.9942,-118.4078
191808765,3/22/2019 0:00,1/1/2013 0:00,1000,18,Southeast,1839,2,354,THEFT OF IDENTITY,0100 0917 1822,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    WEIGAND                      AV,,33.9418,-118.2296
191910340,5/14/2019 0:00,12/1/2013 0:00,100,19,Mission,1998,2,354,THEFT OF IDENTITY,0928 1822,23,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8000    CHERRYSTONE                  AV,,34.2164,-118.4372
191210673,4/3/2019 0:00,5/8/2013 0:00,1200,12,77th Street,1211,2,354,THEFT OF IDENTITY,0100 1822,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5400    2ND                          AV,,33.9932,-118.3193
190219118,9/24/2019 0:00,9/1/2013 0:00,1400,2,Rampart,218,2,624,BATTERY - SIMPLE ASSAULT,1251 1258 0522 1822,9,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700    ECHO PARK                    AV,,34.0713,-118.2597
190314985,6/16/2019 0:00,1/1/2013 0:00,1,3,Southwest,361,1,121,"RAPE, FORCIBLE",0522 0360 0503 1258 1251,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,,,4000    STEVELY                      AV,,34.015,-118.3536
190212826,6/10/2019 0:00,6/10/2013 0:00,930,2,Rampart,217,1,330,BURGLARY FROM VEHICLE,0344 0329 1607 1609 1307,25,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1600 W  TEMPLE                       ST,,34.0727,-118.2637
191011830,7/4/2019 0:00,7/3/2013 0:00,2100,10,West Valley,1015,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7300    GARDEN GROVE                 AV,,34.203,-118.5295
191517760,9/23/2019 0:00,9/21/2013 0:00,1330,15,N Hollywood,1595,2,662,"BUNCO, GRAND THEFT",1202 0800,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,11200    DONA LOLA                    DR,,34.1369,-118.3858
190308226,3/7/2019 0:00,10/15/2013 0:00,1300,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-5,F,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,34.024,-118.2869
191108504,4/3/2019 0:00,4/27/2013 0:00,1,11,Northeast,1152,2,354,THEFT OF IDENTITY,100,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500    MYRA                         AV,,34.0982,-118.2807
191811600,5/6/2019 0:00,8/1/2013 0:00,1200,18,Southeast,1804,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 2021 0360 0522,10,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,87TH                         PL,AVALON                       BL,33.9583,-118.2651
191617002,11/30/2019 0:00,11/30/2013 0:00,1,16,Foothill,1645,2,354,THEFT OF IDENTITY,930,40,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12500    GARBER                       ST,,34.2665,-118.405
191229020,12/10/2019 0:00,12/2/2013 0:00,945,12,77th Street,1258,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),385,27,M,B,101,STREET,,,IC,Invest Cont,420,,,,7600 S  BROADWAY,,33.9708,-118.2783
190405563,2/7/2019 0:00,1/1/2013 0:00,1400,4,Hollenbeck,422,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0558 0500 0543,5,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,760,,,,2200    GATES                        ST,,34.0703,-118.2064
190311991,4/30/2019 0:00,1/1/2013 0:00,800,3,Southwest,397,1,121,"RAPE, FORCIBLE",1251 1258 0527 0360 2033,9,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,1100 W  42ND                         ST,,34.0073,-118.2941
190126556,11/4/2019 0:00,4/15/2013 0:00,1200,1,Central,153,2,354,THEFT OF IDENTITY,1822 0930 0928,49,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 W  6TH                          ST,,34.046,-118.2509
191717985,11/7/2019 0:00,11/1/2013 0:00,1300,17,Devonshire,1745,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1259 0913 0364,8,F,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,,,,17600    SAN JOSE                     ST,,34.2612,-118.5176
190604332,1/9/2019 0:00,1/1/2013 0:00,800,6,Hollywood,663,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 1251 0558 0522,2,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,900 N  ORANGE                       DR,,34.0871,-118.3416
190117981,6/26/2019 0:00,10/15/2013 0:00,1200,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1402 0344,-5,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,998,,,500 W  6TH                          ST,,34.048,-118.2542
192008731,3/30/2019 0:00,1/1/2013 0:00,1,20,Olympic,2038,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,600    SHATTO                       PL,,34.0608,-118.2903
190611104,5/4/2019 0:00,1/1/2013 0:00,1,6,Hollywood,646,2,354,THEFT OF IDENTITY,377,39,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    HOLLYWOOD                    BL,,34.1016,-118.3295
191824055,11/29/2019 0:00,1/29/2013 0:00,1200,18,Southeast,1836,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0558 1258 0522 0540,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,1500 E  105TH                        ST,,33.9406,-118.2472
190920411,11/26/2019 0:00,5/11/2013 0:00,1,9,Van Nuys,914,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1259,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,14900    VANOWEN                      ST,,34.1976,-118.4574
190505916,2/13/2019 0:00,2/9/2013 0:00,800,5,Harbor,505,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,20200    NORMANDIE                    AV,,33.8467,-118.2992
191717983,11/7/2019 0:00,1/1/2013 0:00,1300,17,Devonshire,1745,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 1259 0364,9,M,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,,,,17600    SAN JOSE                     ST,,34.2612,-118.5176
191825394,12/21/2019 0:00,2/1/2013 0:00,1300,18,Southeast,1805,1,220,ATTEMPTED ROBBERY,0416 0342 0400,18,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,SAN PEDRO,91ST                         ST,33.9538,-118.2695
190905236,1/26/2019 0:00,6/1/2013 0:00,600,9,Van Nuys,994,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1257 0522 0515,0,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,4000    MURIETTA                     AV,,34.1429,-118.4351
190713507,7/12/2019 0:00,10/1/2013 0:00,5,7,Wilshire,738,2,354,THEFT OF IDENTITY,0926 1822,82,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 S  CITRUS                       AV,,34.0689,-118.3397
191322179,11/12/2019 0:00,1/1/2013 0:00,1,13,Newton,1372,2,354,THEFT OF IDENTITY,1822 0800,26,M,H,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,300 E  53RD                         ST,,33.9943,-118.2701
